wood_type,mount_type,fixture_configuration,wind_speed_mph,pole_height_ft,epa,ero_vista_pole_size
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,10,37.19,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,10,31.55,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,10,27,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,10,23.28,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,12,38.93,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,12,35.38,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,12,29.48,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,12,24.71,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,12,20.7,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,12,17.42,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,14,31.36,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,14,28.22,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,14,22.95,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,14,18.76,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,14,15.38,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,14,12.61,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,16,24.49,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,16,21.8,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,16,17.31,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,16,13.76,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,16,10.88,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,16,8.54,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,18,18.89,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,18,16.57,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,18,12.7,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,18,9.63,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,18,7.16,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,18,5.13,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,20,14.18,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,20,12.16,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,20,8.79,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,20,6.11,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,20,3.96,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,20,2.19,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,22,10.14,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,22,8.36,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,22,5.39,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,22,3.04,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,22,1.15,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,22,0,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,24,6.78,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,24,5.19,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,24,2.53,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,24,0,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,24,0,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,24,0,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,26,3.57,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,26,2.15,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,26,0,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,26,0,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,26,0,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,26,0,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,28,0.8,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,28,0,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,28,0,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,28,0,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,28,0,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,28,0,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 115 VVmph,8,122.02,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,8,111.73,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,8,94.59,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,8,80.98,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,8,70.02,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,8,61.04,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,10,95.55,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,10,87.34,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,10,73.65,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,10,62.8,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,10,54.04,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,10,46.86,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,12,77.51,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,12,70.7,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,12,59.32,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,12,50.28,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,12,43,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,12,36.91,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,14,63.49,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,14,57.7,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,14,48.09,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,14,40.21,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,14,33.8,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,14,28.56,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,16,51.87,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,16,46.76,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,16,38.26,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,16,31.5,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,16,26.04,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,16,21.59,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,18,42.06,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,18,37.65,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,18,30.28,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,18,24.45,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,18,19.72,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,18,15.87,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,20,33.97,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,20,30.09,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,20,23.65,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,20,18.54,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,20,14.41,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,20,11.03,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,22,27.07,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,22,23.66,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,22,17.96,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,22,13.45,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,22,9.8,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,22,6.82,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,24,21.41,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,24,18.34,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,24,13.23,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,24,9.18,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,24,5.92,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,24,3.25,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,26,16.04,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,26,13.29,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,26,8.74,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,26,5.12,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,26,2.21,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,26,0,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,28,11.55,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,28,9.07,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,28,4.94,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,28,1.66,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,28,0,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,28,0,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,30,7.19,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,30,4.96,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,30,1.24,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,30,0,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,30,0,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,30,0,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 115 Vmph,8,15.67,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 120 Vmph,8,14.39,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 130 Vmph,8,12.26,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 140 Vmph,8,10.57,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Eqaul to 150 Vmph,8,9.21,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 160 Vmph,8,8.1,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 115 Vmph,10,15.67,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 120 Vmph,10,14.39,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 130 Vmph,10,12.26,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 140 Vmph,10,10.57,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Eqaul to 150 Vmph,10,9.21,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 160 Vmph,10,8.1,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 115 Vmph,12,15.67,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 120 Vmph,12,14.39,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 130 Vmph,12,12.25,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 140 Vmph,12,10.02,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Eqaul to 150 Vmph,12,8.12,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 160 Vmph,12,6.57,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 115 Vmph,14,12.82,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 120 Vmph,14,11.32,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 130 Vmph,14,8.83,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 140 Vmph,14,6.85,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Eqaul to 150 Vmph,14,5.27,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 160 Vmph,14,3.95,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 115 Vmph,16,9.17,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 120 Vmph,16,7.91,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 130 Vmph,16,5.81,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 140 Vmph,16,4.14,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Eqaul to 150 Vmph,16,2.8,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 160 Vmph,16,1.69,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 115 Vmph,18,6.15,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 120 Vmph,18,5.08,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 130 Vmph,18,3.27,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 140 Vmph,18,1.84,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Eqaul to 150 Vmph,18,0.69,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 160 Vmph,18,0,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 115 Vmph,20,1.27,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 120 Vmph,20,0,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 130 Vmph,20,0,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 140 Vmph,20,0,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Eqaul to 150 Vmph,20,0,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 160 Vmph,20,0,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 115 Vmph,8,33.85,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 120 Vmph,8,31.09,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 130 Vmph,8,26.49,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 140 Vmph,8,22.84,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Eqaul to 150 Vmph,8,19.9,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 160 Vmph,8,17.49,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 115 Vmph,10,33.85,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 120 Vmph,10,31.09,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 130 Vmph,10,26.49,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 140 Vmph,10,22.84,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Eqaul to 150 Vmph,10,19.9,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 160 Vmph,10,17.49,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 115 Vmph,12,33.85,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 120 Vmph,12,31.09,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 130 Vmph,12,26.49,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 140 Vmph,12,22.84,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Eqaul to 150 Vmph,12,19.9,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 160 Vmph,12,17.26,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 115 Vmph,14,31.1,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 120 Vmph,14,27.97,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 130 Vmph,14,22.74,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 140 Vmph,14,18.58,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Eqaul to 150 Vmph,14,15.23,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 160 Vmph,14,12.48,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 115 Vmph,16,24.27,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 120 Vmph,16,21.59,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 130 Vmph,16,17.14,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 140 Vmph,16,13.6,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Eqaul to 150 Vmph,16,10.75,"6-3/4"" x 6-3/4"""
