wood_type,mount_type,fixture_configuration,wind_speed_mph,pole_height_ft,epa,ero_vista_pole_size
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,16,6.95,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,16,5.81,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,16,4.14,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,16,2.8,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,16,1.7,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,18,6.15,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,18,5.08,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,18,3.27,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,18,1.84,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,18,0.69,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,18,0,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,20,1.27,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,20,0,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,20,0,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,20,0,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,20,0,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,20,0,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,8,16.92,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,8,15.54,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,8,13.25,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,8,11.42,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,8,9.95,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,8,8.74,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,10,16.92,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,10,15.54,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,10,13.25,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,10,11.42,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,10,9.95,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,10,8.74,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,12,16.92,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,12,15.54,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,12,13.25,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,12,11.42,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,12,9.95,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,12,8.74,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,14,16.73,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,14,15.36,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,14,13.09,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,14,11.29,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,14,9.83,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,14,8.64,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,16,16.35,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,16,15.02,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,16,12.79,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,16,11.03,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,16,9.61,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,16,8.43,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,18,15.99,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,18,14.68,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,18,12.51,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,18,9.5,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,18,7.04,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,18,5.03,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,20,14.01,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,20,12,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,20,8.65,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,20,6,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,20,3.86,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,20,2.1,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,22,10,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,22,8.22,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,22,5.27,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,22,2.93,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,22,1.06,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,22,0,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,24,6.64,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,24,5.06,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,24,2.42,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,24,0,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,24,0,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,24,0,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,26,3.44,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,26,2.03,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,26,0,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,26,0,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,26,0,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,26,0,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,28,0.69,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,28,0,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,28,0,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,28,0,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,28,0,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,28,0,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,8,32.19,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,8,29.57,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,8,25.19,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,8,21.72,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,8,18.92,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,8,16.63,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,10,32.19,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,10,29.57,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,10,25.19,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,10,21.72,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,10,18.92,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,10,16.63,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,12,32.19,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,12,29.57,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,12,25.19,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,12,21.72,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,12,18.92,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,12,16.63,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,14,31.82,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,14,29.22,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,14,24.9,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,14,21.47,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,14,18.71,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,14,16.44,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,16,31.1,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,16,28.56,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,16,24.34,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,16,20.98,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,16,18.28,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,16,16.07,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,18,30.41,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,18,27.93,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,18,23.79,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,18,20.52,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,18,17.87,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,18,15.69,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,20,29.74,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,20,27.32,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,20,23.28,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,20,18.42,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,20,14.31,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,20,10.94,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,22,26.92,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,22,23.52,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,22,17.84,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,22,13.34,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,22,9.71,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,22,6.74,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,24,21.27,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,24,18.21,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,24,13.1,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,24,9.09,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,24,5.84,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,24,3.18,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,26,15.91,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,26,13.18,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,26,8.64,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,26,5.04,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,26,2.13,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,26,0,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,28,11.44,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,28,8.96,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,28,4.85,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,28,1.59,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,28,0,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,28,0,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,30,7.08,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,30,4.86,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,30,1.16,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,30,0,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,30,0,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,30,0,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 115 VVmph,8,28.46,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,8,25.97,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,8,21.82,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,8,18.52,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,8,15.86,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,8,13.68,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,10,21.67,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,10,19.69,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,10,16.38,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,10,13.76,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,10,11.65,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,10,9.9,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,12,16.93,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,12,15.29,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,12,12.56,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,12,10.23,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,12,8.3,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,12,6.73,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,14,13.08,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,14,11.56,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,14,9.04,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,14,7.04,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,14,5.42,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,14,4.09,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,16,9.4,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,16,8.12,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,16,5.99,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,16,4.29,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,16,2.93,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,16,1.81,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,18,6.35,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,18,5.26,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,18,3.42,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,18,1.98,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,18,0.81,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,18,0,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,20,1.43,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,20,0.6,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,20,0,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,20,0,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,20,0,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,20,0,"5"" x 5-1/2"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 115 VVmph,8,62.59,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,8,57.24,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,8,48.33,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,8,41.25,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,8,35.56,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,8,30.89,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,10,48.55,"6-3/4"" x 6-3/4"""
SYP,Pedestal/Base Plate,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,10,44.29,"6-3/4"" x 6-3/4"""
